CustomerID,Frequency,Monetary,Recency,UniqueProducts,TenureDays,AvgOrderValue,AvgBasketSize,PurchaseFreqMonthly,CLV,MonthlySpendCV,WeekendShopperRatio
10004,2.2857142857142856,1.7499569590853616,0.03225806451612903,2.2857142857142856,0.07547169811320754,-0.026760389762998844,-0.6816925084603299,2.1344879828262,1.6505274124248115,-1.2078341173669773,-0.025287356321839267
10008,0.14285714285714285,-0.29012317925965236,-0.3548387096774194,0.14285714285714285,0.018867924528301886,-0.8310351461539442,-1.0134701731879403,0.07282242711132929,-0.3686188041768388,0.9277724835118728,-0.8380952380952383
10009,2.142857142857143,2.3809239742098107,-0.0967741935483871,2.142857142857143,0.16981132075471697,0.7139366734939853,0.8173737743975077,1.938098630313795,2.2219667580802223,-0.4264501316988176,-0.1833333333333335
10012,0.0,0.1004105244265872,0.45161290322580644,0.0,-0.09433962264150944,0.18422825994856476,0.6858439828292299,-0.033185506176264236,0.05181304488184741,-0.2782419997488774,2.5196581196581196
10013,1.4285714285714286,0.44239042112108146,0.12903225806451613,1.4285714285714286,0.39622641509433965,-0.8213901330231296,-1.097135845162729,1.1469642406796459,0.2594350815012185,-0.30528743286239834,-0.3826086956521741
10018,-0.7142857142857143,-0.40828374033041537,3.032258064516129,-0.7142857142857143,-2.981132075471698,0.44701686554413544,0.21808851828094938,0.2863910338093629,0.46571807381936775,-0.03422171826768276,-0.9472222222222224
10024,-0.42857142857142855,-0.2475355192635051,0.4838709677419355,-0.42857142857142855,-0.4339622641509434,0.1906409538618273,0.4951892238614491,-0.37631644813347515,-0.2331620352142969,0.4747185162176728,-0.488888888888889
10025,1.1428571428571428,0.8606479567536588,-0.5161290322580645,1.1428571428571428,0.6792452830188679,-0.04756198744522704,-0.4563364794282042,0.7688325145046463,0.5661160420619956,-0.2228288785718321,-0.5470899470899473
10032,-0.2857142857142857,-0.6172560621894613,-0.16129032258064516,-0.2857142857142857,-0.2830188679245283,-1.0490796126979425,-0.6426030672342403,-0.26794918693527503,-0.655830703988782,0.6353535620509183,-0.04444444444444473
10034,0.14285714285714285,-0.5144206254256116,-0.6129032258064516,0.14285714285714285,0.6037735849056604,-1.2799422905718527,-0.6231100522312834,-0.09629941248265461,-0.6720464002737541,1.803832509487789,0.4714285714285713
10035,0.14285714285714285,-0.5383217662017518,-0.1935483870967742,0.14285714285714285,0.3584905660377358,-1.3277778457132552,-1.3158618161825337,-0.02906693774568409,-0.6636789311820389,1.0995115333701213,0.03492063492063466
10036,1.0,1.4338425503030412,-0.5483870967741935,1.0,0.660377358490566,0.9074361321614023,1.022450288646568,0.6494091871620361,1.0931893636406491,0.48855549925591174,-0.1833333333333335
10037,2.2857142857142856,1.4940691264503694,0.6129032258064516,2.2857142857142856,-0.1509433962264151,-0.2739964771998704,-0.14288558094269072,2.285718286365164,1.5049233180766963,0.2741379668584142,0.18544061302681983
10039,-0.14285714285714285,-0.42272282491686985,0.12903225806451613,-0.14285714285714285,0.07547169811320754,-0.7646714947275779,1.0391276459268761,-0.22218424732265588,-0.5107797066051074,0.2140167892771409,0.3259259259259257
